Method name,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,MaxNesting,ParaCount,halstead_vocabulary,halstead_length,halstead_difficulty,halstead_volume,halstead_effort,halstead_bugs,statementModify,expressionModify,commentModify,returnTypeModify,parameterModify,prefixModify,statementModify/countStmt,expressionModify/Total LOC,commentModify/Total LOC,parameterModify/ParaCount,Churn count,Churned num,DeleteNum,Churned num/Total LOC,Deleted num/Total LOC,Churned num/Deleted num,Nums worked on/Churn count,authorNum,bug-prone
org.apache.avro.io.ResolvingDecoder.resolve,3,19,0,5,1,3,14,3,1,4,1,3,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0,0,0,2.5,0.0,0.0,0.0,2,6,4,1.2,0.8,1.5,5.0,2,not bug-prone
org.apache.avro.io.ResolvingDecoder.readFieldOrder,11,42,0,3,1,1,39,2,1,2,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0.5,0.0,0.0,0,1,1,0,0.3333333333333333,0.0,0,1.0,1,not bug-prone
org.apache.avro.io.ResolvingDecoder.readFieldOrderIfDiff,7,10,0,4,2,2,6,2,1,3,2,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0,0.0,1,not bug-prone
org.apache.avro.io.ResolvingDecoder.readLong,9,11,0,11,2,8,0,5,3,8,2,6,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,0,0.25,0.18181818181818182,0.0,0,1,2,0,0.18181818181818182,0.0,0,2.0,1,not bug-prone
org.apache.avro.io.ResolvingDecoder.readDouble,14,13,0,13,2,10,0,6,4,10,2,8,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,0,0,0,0.2,0.23076923076923078,0.0,0,1,2,0,0.15384615384615385,0.0,0,2.0,1,not bug-prone
org.apache.avro.io.ResolvingDecoder.readString,6,9,0,9,2,6,0,6,2,6,2,4,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.16666666666666666,0.0,0.0,0,1,1,0,0.1111111111111111,0.0,0,1.0,1,not bug-prone
org.apache.avro.io.ResolvingDecoder.readEnum,7,14,0,14,4,10,0,5,3,10,4,6,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,17,3,0,0,0,0,1.7,0.21428571428571427,0.0,0,2,8,9,0.5714285714285714,0.6428571428571429,0.8888888888888888,8.5,2,not bug-prone
org.apache.avro.io.ResolvingDecoder.readIndex,7,14,0,14,3,10,0,6,2,11,3,8,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,23,2,1,0,0,0,2.090909090909091,0.14285714285714285,0.07142857142857142,0,3,14,9,1.0,0.6428571428571429,1.5555555555555556,7.666666666666667,3,bug-prone
org.apache.avro.io.ResolvingDecoder.doAction,12,30,0,30,5,25,0,12,9,24,5,19,10,2,2,0.0,0.0,0.0,0.0,0.0,0.0,13,1,0,0,0,0,0.5416666666666666,0.03333333333333333,0.0,0.0,6,9,4,0.3,0.13333333333333333,2.25,2.1666666666666665,3,bug-prone
org.apache.avro.io.ResolvingDecoder.skipAction,8,19,0,19,4,16,0,9,7,17,4,13,7,1,0,0.0,0.0,0.0,0.0,0.0,0.0,22,18,0,0,0,0,1.2941176470588236,0.9473684210526315,0.0,0,6,21,7,1.105263157894737,0.3684210526315789,3.0,4.666666666666667,3,bug-prone
org.apache.avro.io.ValidatingDecoder.getSymbol,2,4,0,4,1,2,0,3,1,3,1,2,1,0,1,12.0,17.0,7.5,60.94436251225966,1530.0,0.04425948598062168,3,0,0,0,0,0,1.0,0.0,0.0,0.0,1,1,2,0.25,0.5,0.5,3.0,1,not bug-prone
org.apache.avro.io.ValidatingDecoder.readNull,5,4,0,4,1,2,0,2,1,3,1,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0.6666666666666666,0.0,0.0,0,1,1,1,0.25,0.25,1.0,2.0,1,not bug-prone
org.apache.avro.io.ValidatingDecoder.readBoolean,5,4,0,4,1,2,0,3,1,3,1,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.3333333333333333,0.0,0.0,0,1,1,0,0.25,0.0,0,1.0,1,not bug-prone
org.apache.avro.io.ValidatingDecoder.readInt,13,4,0,4,1,2,0,3,1,3,1,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0.6666666666666666,0.0,0.0,0,1,1,1,0.25,0.25,1.0,2.0,1,not bug-prone
org.apache.avro.io.ValidatingDecoder.readLong,3,4,0,4,1,2,0,3,1,3,1,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0.6666666666666666,0.0,0.0,0,1,1,1,0.25,0.25,1.0,2.0,1,not bug-prone
org.apache.avro.io.ValidatingDecoder.readFloat,3,4,0,4,1,2,0,3,1,3,1,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0.6666666666666666,0.0,0.0,0,1,1,1,0.25,0.25,1.0,2.0,1,not bug-prone
org.apache.avro.io.ValidatingDecoder.readDouble,3,4,0,4,1,2,0,3,1,3,1,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0.6666666666666666,0.0,0.0,0,1,1,1,0.25,0.25,1.0,2.0,1,not bug-prone
org.apache.avro.io.ValidatingDecoder.readString,3,4,0,4,1,2,0,3,1,3,1,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0.6666666666666666,0.0,0.0,0.0,1,1,1,0.25,0.25,1.0,2.0,1,not bug-prone
org.apache.avro.io.ValidatingDecoder.skipString,3,4,0,4,1,2,0,2,1,3,1,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0.6666666666666666,0.0,0.0,0,1,1,1,0.25,0.25,1.0,2.0,1,not bug-prone
org.apache.avro.io.ValidatingDecoder.readBytes,4,4,0,4,1,2,0,3,1,3,1,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0.6666666666666666,0.0,0.0,0.0,1,1,1,0.25,0.25,1.0,2.0,1,not bug-prone
org.apache.avro.io.ValidatingDecoder.skipBytes,3,4,0,4,1,2,0,2,1,3,1,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0.6666666666666666,0.0,0.0,0,1,1,1,0.25,0.25,1.0,2.0,1,not bug-prone
org.apache.avro.io.ValidatingDecoder.readFixed,4,4,0,4,1,2,0,2,1,3,1,2,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,1,0,2.3333333333333335,0.0,0.0,0.3333333333333333,1,2,5,0.5,1.25,0.4,7.0,1,not bug-prone
org.apache.avro.io.ValidatingDecoder.skipFixed,4,5,0,5,2,3,0,3,1,4,2,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0,1.5,0.0,0.0,0.0,1,1,5,0.25,1.25,0.2,6.0,1,not bug-prone
org.apache.avro.io.ValidatingDecoder.readEnum,4,9,0,9,3,6,0,5,2,7,3,4,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0,0,0,0.8571428571428571,0.1111111111111111,0.0,0,1,3,3,0.3333333333333333,0.3333333333333333,1.0,6.0,1,not bug-prone
org.apache.avro.io.ValidatingDecoder.readArrayStart,8,8,0,8,2,5,0,3,2,6,2,4,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0,1.0,0.0,0.0,0,1,3,3,0.375,0.375,1.0,6.0,1,not bug-prone
org.apache.avro.io.ValidatingDecoder.arrayNext,15,8,0,8,2,5,0,4,2,6,2,4,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0,0,0,1.3333333333333333,0.0,0.0,0,4,5,3,0.625,0.375,1.6666666666666667,2.0,2,bug-prone
org.apache.avro.io.ValidatingDecoder.skipArray,4,10,0,10,1,6,0,4,3,9,2,7,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0,0,0,1.1111111111111112,0.0,0.0,0,1,7,3,0.7,0.3,2.3333333333333335,10.0,1,not bug-prone
org.apache.avro.io.ValidatingDecoder.readMapStart,5,8,0,8,2,5,0,3,2,6,2,4,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0,1.0,0.0,0.0,0,1,3,3,0.375,0.375,1.0,6.0,1,not bug-prone
org.apache.avro.io.ValidatingDecoder.mapNext,4,8,0,8,2,5,0,4,2,6,2,4,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0,0,1.1666666666666667,0.0,0.0,0,4,4,3,0.5,0.375,1.3333333333333333,1.75,2,bug-prone
org.apache.avro.io.ValidatingDecoder.skipMap,4,10,0,10,1,6,0,4,3,9,2,7,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0,0,0,1.1111111111111112,0.0,0.0,0,1,7,3,0.7,0.3,2.3333333333333335,10.0,1,not bug-prone
org.apache.avro.io.ValidatingDecoder.readIndex,3,7,0,7,3,5,0,6,1,6,3,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0,0,1.1666666666666667,0.0,0.0,0,1,3,4,0.42857142857142855,0.5714285714285714,0.75,7.0,1,not bug-prone
org.apache.avro.io.ValidatingDecoder.doAction,0,3,0,3,1,1,0,1,1,2,1,1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0,3.0,0.0,0.0,0.0,3,3,3,1.0,1.0,1.0,2.0,2,bug-prone
org.apache.avro.io.ValidatingEncoder.configure,3,11,0,5,1,3,6,3,1,4,1,3,1,0,1,10.0,15.0,10.0,49.82892142331044,1500.0,0.04367902323681493,1,0,0,1,0,0,0.25,0.0,0.0,0.0,1,1,0,0.2,0.0,0,1.0,1,not bug-prone
org.apache.avro.io.ValidatingEncoder.writeNull,3,4,0,4,1,2,0,2,1,3,1,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0.6666666666666666,0.0,0.0,0,1,1,1,0.25,0.25,1.0,2.0,1,not bug-prone
org.apache.avro.io.ValidatingEncoder.writeBoolean,4,4,0,4,1,2,0,2,1,3,1,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.3333333333333333,0.0,0.0,0.0,1,1,0,0.25,0.0,0,1.0,1,not bug-prone
org.apache.avro.io.ValidatingEncoder.writeInt,4,4,0,4,1,2,0,2,1,3,1,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,1.0,0.0,0.0,0.0,1,2,1,0.5,0.25,2.0,3.0,1,not bug-prone
org.apache.avro.io.ValidatingEncoder.writeLong,4,4,0,4,1,2,0,2,1,3,1,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0.6666666666666666,0.0,0.0,0.0,1,1,1,0.25,0.25,1.0,2.0,1,not bug-prone
org.apache.avro.io.ValidatingEncoder.writeFloat,4,4,0,4,1,2,0,2,1,3,1,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0.6666666666666666,0.0,0.0,0.0,1,1,1,0.25,0.25,1.0,2.0,1,not bug-prone
org.apache.avro.io.ValidatingEncoder.writeDouble,4,4,0,4,1,2,0,2,1,3,1,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0.6666666666666666,0.0,0.0,0.0,1,1,1,0.25,0.25,1.0,2.0,1,not bug-prone
org.apache.avro.io.ValidatingEncoder.writeString,4,4,0,4,1,2,0,2,1,3,1,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0.6666666666666666,0.0,0.0,0.0,1,1,1,0.25,0.25,1.0,2.0,1,not bug-prone
org.apache.avro.io.ValidatingEncoder.writeBytes,6,4,0,4,1,2,0,2,1,3,1,2,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0,1.3333333333333333,0.0,0.0,0.0,1,1,1,0.25,0.25,1.0,2.0,1,not bug-prone
org.apache.avro.io.ValidatingEncoder.writeFixed,7,9,0,9,2,6,0,4,2,6,2,4,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0,0,1,0,1.1666666666666667,0.1111111111111111,0.0,0.3333333333333333,1,4,3,0.4444444444444444,0.3333333333333333,1.3333333333333333,7.0,1,not bug-prone
org.apache.avro.io.ValidatingEncoder.writeEnum,5,8,0,8,2,5,0,4,2,6,2,4,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0,0,0,1.0,0.125,0.0,0.0,1,3,3,0.375,0.375,1.0,6.0,1,not bug-prone
org.apache.avro.io.ValidatingEncoder.writeArrayStart,3,5,0,5,1,3,0,3,1,4,1,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0.75,0.0,0.0,0,1,2,1,0.4,0.2,2.0,3.0,1,not bug-prone
org.apache.avro.io.ValidatingEncoder.writeArrayEnd,3,5,0,5,1,3,0,3,1,4,1,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0.75,0.0,0.0,0,1,2,1,0.4,0.2,2.0,3.0,1,not bug-prone
org.apache.avro.io.ValidatingEncoder.writeMapStart,3,5,0,5,1,3,0,3,1,4,1,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0.75,0.0,0.0,0,1,2,1,0.4,0.2,2.0,3.0,1,not bug-prone
org.apache.avro.io.ValidatingEncoder.writeMapEnd,3,5,0,5,1,3,0,3,1,4,1,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0.75,0.0,0.0,0,1,2,1,0.4,0.2,2.0,3.0,1,not bug-prone
org.apache.avro.io.ValidatingEncoder.setItemCount,2,4,0,4,1,2,0,2,1,3,1,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.3333333333333333,0.0,0.0,0.0,1,1,0,0.25,0.0,0,1.0,1,not bug-prone
org.apache.avro.io.ValidatingEncoder.startItem,1,4,0,4,1,2,0,2,1,3,1,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.3333333333333333,0.0,0.0,0,1,1,0,0.25,0.0,0,1.0,1,not bug-prone
org.apache.avro.io.ValidatingEncoder.writeIndex,4,6,0,6,2,4,0,5,1,5,2,3,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0,0,1.4,0.0,0.0,0.0,1,3,4,0.5,0.6666666666666666,0.75,7.0,1,not bug-prone
org.apache.avro.io.ValidatingEncoder.doAction,0,3,0,3,1,1,0,1,1,2,1,1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0,3.0,0.0,0.0,0.0,3,3,3,1.0,1.0,1.0,2.0,2,bug-prone
org.apache.avro.JsonProperties.getJsonProp,3,7,0,3,1,1,4,2,1,2,1,1,1,0,1,7.0,8.0,3.75,22.458839376460833,210.0,0.011776736060179817,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0,0.0,1,not bug-prone
org.apache.avro.JsonProperties.addProp,10,21,2,10,2,7,9,4,8,8,2,6,4,1,2,28.0,62.0,21.11111111111111,298.0560051675714,36648.88888888889,0.36777817509814864,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0,0.0,1,not bug-prone
org.apache.avro.message.BinaryMessageDecoder.decode,6,18,3,15,3,10,0,9,6,10,3,7,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0.1,0.05555555555555555,0.0,0.0,1,1,0,0.05555555555555555,0.0,0,1.0,1,not bug-prone
org.apache.avro.Protocol.getTypes,8,4,0,3,1,1,1,2,1,2,1,1,1,0,0,5.0,5.0,2.0,11.60964047443681,50.0,0.004524029360991511,2,0,0,2,0,0,1.0,0.0,0.0,0,1,1,1,0.3333333333333333,0.3333333333333333,1.0,2.0,1,not bug-prone
org.apache.avro.Protocol.createMessage,5,7,0,3,1,1,4,4,1,2,1,1,1,0,5,14.0,31.0,12.5,118.02800258378572,5425.0,0.10291497517622229,4,0,0,0,3,0,2.0,0.0,0.0,0.6,3,3,0,1.0,0.0,0,1.0,2,not bug-prone
org.apache.avro.Protocol.equals,6,9,0,9,2,7,0,5,3,7,2,5,3,1,1,22.0,58.0,24.0,258.64703388096325,30624.0,0.32627717194815153,3,0,0,0,0,0,0.42857142857142855,0.0,0.0,0.0,3,3,0,0.3333333333333333,0.0,0,1.0,2,bug-prone
org.apache.avro.Protocol.hashCode,4,3,0,3,1,1,0,5,1,2,1,1,1,0,0,10.0,20.0,2.5,66.43856189774725,500.0,0.020998684164914547,2,0,0,0,0,0,1.0,0.0,0.0,0,2,2,0,0.6666666666666666,0.0,0,1.0,2,not bug-prone
org.apache.avro.Protocol.toString,8,4,0,3,1,1,1,2,1,2,1,1,1,0,0,27.0,51.0,21.0,242.49926261033693,28917.0,0.3140370593337516,34,0,0,0,0,0,17.0,0.0,0.0,0,2,11,25,3.6666666666666665,8.333333333333334,0.44,18.0,1,not bug-prone
org.apache.avro.Protocol.toJson,7,25,3,22,2,19,0,16,12,22,4,18,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0,0,0,0.4090909090909091,0.0,0.0,0.0,5,10,0,0.4,0.0,0,2.0,2,bug-prone
org.apache.avro.Protocol.parse,2,8,0,8,1,6,0,6,1,7,1,6,1,0,1,10.0,26.0,2.7857142857142856,86.37013046707143,724.2857142857143,0.026883472063754528,6,0,0,0,0,0,0.8571428571428571,0.0,0.0,0.0,2,2,0,0.25,0.0,0,1.0,2,not bug-prone
org.apache.avro.Protocol.parseNamespace,4,7,0,7,2,5,1,4,2,6,2,4,2,1,1,17.0,30.0,9.166666666666668,122.6238852375102,4675.000000000001,0.09319654707748706,2,0,0,0,0,0,0.3333333333333333,0.0,0.0,0.0,2,2,0,0.2857142857142857,0.0,0,1.0,1,not bug-prone
org.apache.avro.Protocol.parseName,2,6,0,6,2,4,0,4,2,5,2,3,2,1,1,19.0,30.0,10.833333333333334,127.43782540330756,6175.0,0.11219410882147836,1,0,0,0,0,0,0.2,0.0,0.0,0.0,1,1,0,0.16666666666666666,0.0,0,1.0,1,not bug-prone
org.apache.avro.Protocol.parseTypes,3,12,0,12,2,9,1,5,7,11,3,8,5,2,1,29.0,59.0,18.88888888888889,286.6208787125268,32318.888888888894,0.33820733809685216,1,0,0,0,0,0,0.09090909090909091,0.0,0.0,0.0,1,1,0,0.08333333333333333,0.0,0,1.0,1,not bug-prone
org.apache.avro.Protocol.parseProps,3,7,0,7,2,4,1,6,3,6,3,3,3,2,1,22.0,40.0,20.4,178.37726474549189,17952.0,0.2285356578943621,3,1,0,0,0,0,0.5,0.14285714285714285,0.0,0.0,1,2,2,0.2857142857142857,0.2857142857142857,1.0,4.0,1,not bug-prone
org.apache.avro.Protocol.parseMessages,3,9,0,9,3,6,1,6,3,8,4,4,3,1,1,26.0,53.0,19.125,249.1233050614779,26354.25,0.2951973942209907,2,0,0,0,0,0,0.25,0.0,0.0,0.0,1,2,0,0.2222222222222222,0.0,0,2.0,1,not bug-prone
org.apache.avro.Protocol.parseMessage,9,86,10,76,25,66,5,28,39420,70,28,42,23,3,2,114.0,520.0,84.41071428571428,3553.1028073656657,5003867.142857143,9.75175074391335,79,4,6,0,0,0,1.1285714285714286,0.046511627906976744,0.06976744186046512,0.0,13,74,7,0.8604651162790697,0.08139534883720931,10.571428571428571,6.230769230769231,5,bug-prone
org.apache.avro.reflect.FieldAccessReflect.getAccessor,1,10,0,10,2,7,0,8,3,7,2,5,3,2,1,28.0,48.0,23.0,230.75303625876498,30912.0,0.32831960387046083,6,0,0,0,0,0,0.8571428571428571,0.0,0.0,0.0,1,6,0,0.6,0.0,0,6.0,1,bug-prone
org.apache.avro.reflect.FieldAccessUnsafe.getAccessor,1,28,0,28,3,25,0,17,19,24,3,21,11,2,1,49.0,151.0,45.0,847.8211864613965,332955.0,1.6012867351003794,6,0,0,0,0,0,0.25,0.0,0.0,0.0,1,6,0,0.21428571428571427,0.0,0,6.0,1,not bug-prone
org.apache.avro.reflect.ReflectData.setField,7,11,0,11,1,7,0,4,3,7,1,6,3,1,4,30.0,63.0,26.125,309.1341075233367,49376.25,0.4486325851568679,7,0,0,0,0,0,1.0,0.0,0.0,0.0,1,2,6,0.6666666666666666,2.0,0.3333333333333333,8.0,1,not bug-prone
org.apache.avro.reflect.ReflectData.getField,6,10,0,10,1,6,0,5,3,6,1,5,3,1,3,27.0,54.0,22.857142857142854,256.76392511682735,33325.71428571428,0.34519544498511656,18,0,0,0,0,2,3.0,0.0,0.0,0.0,1,2,5,0.6666666666666666,1.6666666666666667,0.4,7.0,1,not bug-prone
org.apache.avro.reflect.ReflectData.isRecord,2,13,0,13,1,11,0,5,6,12,1,11,6,1,1,22.0,56.0,17.142857142857142,249.72817064368866,21120.0,0.25468772916201704,11,0,0,0,0,0,0.9166666666666666,0.0,0.0,0.0,6,11,0,0.8461538461538461,0.0,0,1.8333333333333333,3,bug-prone
org.apache.avro.reflect.ReflectData.isArray,2,20,0,6,2,4,14,5,2,5,2,3,2,1,1,17.0,26.0,7.142857142857143,106.27403387250884,3157.1428571428573,0.0717367286010845,6,0,0,0,0,0,1.2,0.0,0.0,0.0,4,6,0,1.0,0.0,0,1.5,4,bug-prone
org.apache.avro.reflect.ReflectData.isBytes,2,8,0,8,2,6,0,5,3,7,2,5,3,1,1,21.0,38.0,12.0,166.9080620655929,9576.0,0.1503147170040238,2,0,0,0,0,0,0.2857142857142857,0.0,0.0,0.0,1,2,0,0.25,0.0,0,2.0,1,bug-prone
org.apache.avro.reflect.ReflectData.getRecordSchema,1,5,0,5,1,3,0,4,2,4,1,3,2,1,1,12.0,20.0,9.0,71.69925001442313,2160.0,0.05569906600335333,2,0,0,0,0,0,0.5,0.0,0.0,0.0,1,2,0,0.4,0.0,0,2.0,1,bug-prone
org.apache.avro.reflect.ReflectData.validate,3,14,0,14,2,11,0,8,5,12,3,9,5,3,2,39.0,88.0,33.09090909090909,465.1153952598779,113568.0,0.7817167127186161,81,13,6,0,0,1,6.75,0.9285714285714286,0.42857142857142855,0.0,7,35,54,2.5,3.857142857142857,0.6481481481481481,12.714285714285714,2,bug-prone
org.apache.avro.reflect.ReflectData.getFieldAccessor,3,7,0,7,2,4,0,3,2,5,2,3,2,1,2,17.0,27.0,12.0,110.36149671375918,5508.0,0.10396201768818167,13,0,0,1,2,1,2.6,0.0,0.0,1.0,1,4,9,0.5714285714285714,1.2857142857142858,0.4444444444444444,13.0,1,not bug-prone
org.apache.avro.reflect.ReflectData.getClassProp,8,15,0,15,3,12,0,6,4,12,3,9,4,1,2,31.0,67.0,31.625,331.9311527959207,65685.125,0.5426545295486962,10,0,0,0,0,0,0.8333333333333334,0.0,0.0,0.0,2,8,2,0.5333333333333333,0.13333333333333333,4.0,5.0,2,not bug-prone
org.apache.avro.reflect.ReflectData.getClass,15,38,1,35,6,30,2,15,12,25,6,19,12,2,1,59.0,168.0,30.22222222222222,988.2840322927893,299562.6666666666,1.4923494754006374,32,2,2,0,0,0,1.28,0.05263157894736842,0.05263157894736842,0.0,8,27,7,0.7105263157894737,0.18421052631578946,3.857142857142857,4.25,4,bug-prone
org.apache.avro.reflect.ReflectData.isStringable,3,3,0,3,1,1,0,3,1,2,1,1,1,0,1,10.0,13.0,5.833333333333334,43.18506523353572,758.3333333333335,0.027719507479707,1,0,0,0,0,1,0.5,0.0,0.0,0.0,1,1,0,0.3333333333333333,0.0,0,1.0,1,not bug-prone
org.apache.avro.reflect.ReflectData.setElement,4,8,0,8,3,6,1,3,3,7,3,4,3,1,2,23.0,40.0,12.1875,180.94247824228052,11212.5,0.1669861234042512,3,0,0,0,0,0,0.42857142857142855,0.0,0.0,0.0,2,3,0,0.375,0.0,0,1.5,2,bug-prone
org.apache.avro.reflect.ReflectData.makeNullable,6,19,0,15,2,10,4,9,4,11,3,8,4,3,1,32.0,84.0,56.7,420.0,152409.6,0.9510871064318127,8,1,3,0,0,0,0.7272727272727273,0.05555555555555555,0.16666666666666666,0.0,1,9,0,0.5,0.0,0,9.0,1,bug-prone
org.apache.avro.reflect.ReflectData.getFields,7,18,0,18,5,15,1,15,8,17,6,11,6,4,2,53.0,124.0,45.6,710.2621363658368,299683.2,1.4927497606969495,5,2,0,0,2,0,0.29411764705882354,0.1111111111111111,0.0,1.0,1,4,1,0.2222222222222222,0.05555555555555555,4.0,5.0,1,not bug-prone
org.apache.avro.reflect.ReflectData.getProtocol,16,29,2,19,8,15,8,19,4,16,8,8,5,3,1,53.0,125.0,42.78125,715.9900568203999,283425.78125,1.4382630178762406,27,1,1,0,0,1,1.6875,0.045454545454545456,0.045454545454545456,0.0,4,22,5,1.0,0.22727272727272727,4.4,6.75,1,bug-prone
org.apache.avro.reflect.ReflectData.compare,8,25,0,25,9,21,0,11,9,21,9,12,7,3,4,54.0,185.0,49.3,1064.6541879002418,492507.0,2.078836580255393,25,0,0,0,1,1,1.1904761904761905,0.0,0.0,0.25,1,2,0,0.08,0.0,0,2.0,1,bug-prone
org.apache.avro.reflect.ReflectDatumReader.newArray,6,35,4,29,5,21,3,16,24,22,5,17,9,2,3,52.0,168.0,65.36666666666666,957.6738726477035,571043.2,2.2943414689334274,28,4,2,0,0,0,1.2727272727272727,0.11428571428571428,0.05714285714285714,0.0,9,32,0,0.9142857142857143,0.0,0,3.5555555555555554,4,bug-prone
org.apache.avro.reflect.ReflectDatumReader.addToArray,0,3,0,3,1,1,0,1,1,2,1,1,1,0,3,12.0,14.0,4.0,50.18947501009619,672.0,0.02557358386219247,5,2,0,0,0,0,2.5,0.6666666666666666,0.0,0.0,2,2,3,0.6666666666666666,1.0,0.6666666666666666,2.5,2,not bug-prone
org.apache.avro.reflect.ReflectDatumReader.readArray,5,37,0,31,12,24,6,11,6,24,12,12,6,3,3,0.0,0.0,0.0,0.0,0.0,0.0,13,3,1,0,0,0,0.5416666666666666,0.09090909090909091,0.030303030303030304,0.0,1,14,0,0.42424242424242425,0.0,0,14.0,1,not bug-prone
org.apache.avro.reflect.ReflectDatumReader.readObjectArray,5,25,0,25,8,20,0,8,4,18,8,10,6,3,4,0.0,0.0,0.0,0.0,0.0,0.0,11,1,0,0,0,0,0.6111111111111112,0.04,0.0,0.0,1,12,0,0.48,0.0,0,12.0,1,not bug-prone
org.apache.avro.reflect.ReflectDatumReader.readCollection,5,21,0,21,6,15,0,8,4,17,7,10,6,3,4,0.0,0.0,0.0,0.0,0.0,0.0,11,1,0,0,0,0,0.6470588235294118,0.047619047619047616,0.0,0.0,1,12,0,0.5714285714285714,0.0,0,12.0,1,not bug-prone
org.apache.avro.reflect.ReflectDatumReader.readBytes,3,11,0,11,4,8,0,6,2,8,4,4,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,1,0,0.5,0.09090909090909091,0.0,0.3333333333333333,2,7,0,0.6363636363636364,0.0,0,3.5,2,bug-prone
org.apache.avro.reflect.ReflectDatumReader.readInt,3,11,0,11,3,9,0,7,4,10,3,7,4,1,3,0.0,0.0,0.0,0.0,0.0,0.0,6,3,0,0,1,0,0.6,0.2727272727272727,0.0,0.3333333333333333,2,7,0,0.6363636363636364,0.0,0,3.5,2,not bug-prone
